tle_0	tle_1	norad_cat_num	status
1 10199U 77065 AC 80322.98828021  .00915227 +00000-0 +13706-1 0  9992	2 10199 029.5594 192.3990 0169902 090.6587 271.4899 15.38945633019569	n_10199	
1 10200U 77065 AD 81109.79516804  .00742708 +00000-0 +14333+0 0  9998	2 10200 029.2486 003.5697 0329742 100.4408 263.3504 14.33410381049486	n_10200	
1 10202U 77065AF  98262.87910692  .00198124 -64241-5  73933-4 0  9996	2 10202 029.2226 192.8175 0034236 306.5683 053.1802 16.21438335394531	n_10202	
1 10203U 77065 AG 82012.06816957  .00087962 +00000-0 +61504-2 0  9996	2 10203 029.0414 335.6844 0374086 192.0304 165.8173 14.61796514002735	n_10203	
1 10205U 77065 AJ 81197.46839758  .00012109 +00000-0 +36537-2 0  9998	2 10205 029.3758 243.9890 0461536 119.9411 244.8016 13.94026423003732	n_10205	
1 10209U 77065 AN 79300.07600313  .00175076 +00000-0 +04665-2 0  9995	2 10209 029.3533 256.9485 0763643 310.9335 044.8203 13.39218235109313	n_10209	
1 10210U 77065 AP 81284.23384095  .00375797 +00000-0 +48949-1 0  9999	2 10210 028.5628 283.2563 0192890 301.5551 056.6327 14.67548042074411	n_10210	
1 10212U 77065AR  00341.60087770  .06087050  00000-0  10414-1 0  9991	2 10212 028.9143 152.0099 0049545 008.7342 351.4635 15.98796644157887	n_10212	
1 10213U 77065 AS 80283.93996747  .00786212 +00000-0 +33168-1 0  9995	2 10213 028.8723 138.9110 0160588 066.6492 295.1186 15.11290164024102	n_10213	
1 10215U 77065 AU 80237.64939678  .00024701 +00000-0 +06937-3 0  9998	2 10215 029.1425 061.2287 0767336 222.9140 130.9015 13.49149132016061	n_10215	
1 10216U 77065 AV 81223.69589366  .00083815 +00000-0 +06510-3 0  9993	2 10216 028.8671 339.2572 0384332 145.6561 216.9582 14.66870975203478	n_10216	
1 10217U 77075  A 79073.74493699  .09095236 +00000-0 +00000-0 0  9998	2 10217 022.7415 237.8424 0000000 122.1576 247.3512 16.43179461090429	n_10217	
1 10219U 77065 AW 87032.81510884  .04073127 -41000-5 +49020-2 0  9995	2 10219 029.0144 040.3058 0003014 176.0408 184.1726 16.07051059341189	n_10219	
1 10222U 77065 AZ 78283.39854788  .00000137 +00000-0 +00000-0 0  9993	2 10222 029.0645 307.0337 0958369 236.7518 113.7567 12.96335827058863	n_10222	
1 10223U 77065BA  99253.79574254 +.14556679 -67980-5 +25884-2 0  9992	2 10223 029.0442 275.7995 0003800 101.6814 258.5350 16.31444741158093	n_10223	
1 10224U 77065 BB 81205.12633484  .00157082 +00000-0 +34523-1 0  9992	2 10224 028.7500 131.3187 0407260 071.6054 292.9592 14.16035903000289	n_10224	
1 10225U 77065 BC 80240.22489703  .00347302 +00000-0 +04184-2 0  9992	2 10225 029.5080 297.1983 0237822 224.3872 133.8171 14.84417057016773	n_10225	
1 10226U 77065BD  02118.40939380  .03018896  86400-2  72859-2 0  9992	2 10226 029.1006 152.0968 0015838 226.9998 134.0447 15.97082929255335	n_10226	
1 10228U 77065 BF 80292.05899267  .00145771 +00000-0 +15360-1 0  9996	2 10228 028.9216 183.5340 0402646 354.9373 004.6697 14.43564470013074	n_10228	
1 10231U 77065 BJ 81147.29301486  .00072469 +00000-0 +23398-1 0  9990	2 10231 028.6903 199.6165 0522356 104.0834 261.8340 13.81361405052460	n_10231	
1 10232U 77065 BK 89159.08149558 -.03781870 +00000-0 -10307-1 0  9993	2 10232 029.0948 157.6499 0069520 068.0244 296.1466 15.88735833321662	n_10232	
1 10233U 77065 BL 90238.99640184  .05244988 -58000-5 +52039-2 0  9997	2 10233 028.9683 170.6659 0022466 336.6173 024.6698 16.09441488672285	n_10233	
1 10235U 77065BN  19162.75550654  .01157216  70864-3  16245-2 0  9993	2 10235 28.8420 330.5579 0004881 59.4758 300.6346 16.04730003164746	n_10235	
1 10236U 77065 BP 80236.48337618  .20407841 +08466-6 +06944-2 0  9997	2 10236 028.8026 279.4160 0025560 183.8678 176.1754 15.99659729017559	n_10236	
1 10237U 77042  C 77354.49381572  .00198664 +00000-0 +00000-0 0  9992	2 10237 074.0156 160.7749 0000000 199.2251 196.3258 15.49718036031137	n_10237	
1 10238U 77042  D 78030.45167329  .00528822 +00000-0 +00000-0 0  9996	2 10238 074.0333 072.3631 0004955 343.2759 018.2445 15.64376971037445	n_10238	
1 10239U 77065 BQ 81225.06847028  .00033668 +00000-0 +05287-3 0  9994	2 10239 028.4539 144.8278 0266549 178.4112 181.8500 14.93214130937165	n_10239	
1 10241U 77065BS  03078.21653131  .03103137  13437-1  55793-2 0  9991	2 10241 028.9706 047.7900 0006503 015.8363 344.3213 16.03692413109284	n_10241	
1 10242U 77065 BT 81112.40438553  .01899132 +00000-0 +32597-1 0  9999	2 10242 029.0948 168.3442 0093803 289.4276 069.6220 15.45184901188855	n_10242	
1 10243U 77065 BU 94248.74304778  .01434965 +00000-0 +78051-2 0  9997	2 10243 028.1525 034.1185 0009606 166.3686 216.1759 15.74922395566100	n_10243	
1 10244U 77065 BV 91260.15135019  .01755487 +00000-0 +11431-1 0  9997	2 10244 029.4921 187.5341 0041376 062.7609 297.7245 15.73503835711397	n_10244	
1 10246U 77065BX  15361.39453993  .04311286  59536-1  38935-2 0  9993	2 10246 28.9897 103.1559 0005169 344.6501 15.3970 16.17052838962290	n_10246	
1 10247U 77065 BY 79071.16339868  .00283495 +00000-0 +00000-0 0  9998	2 10247 029.2219 056.1925 0744895 340.1018 325.4107 13.96951485081667	n_10247	
1 10248U 77065 BZ 78270.13540922  .00317787 +00000-0 +00000-0 0  9993	2 10248 028.9199 201.6923 0687073 048.1298 317.5853 13.88334882059218	n_10248	
1 10249U 77065 CA 89296.07544247  .06140660 -47000-5 +82601-2 0  9997	2 10249 028.9850 217.2651 0025957 102.9634 246.0442 16.04549858316256	n_10249	
1 10253U 77065 CE 77295.72894520  .00433551 +00000-0 +00000-0 0  9994	2 10253 029.6180 115.8683 0929446 145.0627 221.4647 13.89407730013631	n_10253	
1 10254U 77065 CF 81146.82463181  .00284888 +00000-0 +15825-1 0  9990	2 10254 029.2769 027.5186 0195069 270.1513 087.7225 14.97942704000577	n_10254	
1 10255U 77065 CG 90003.45999892  .08485300 -75000-5 +58054-2 0  9995	2 10255 029.0619 079.6168 0022851 287.4018 072.4728 16.14741732638910	n_10255	
1 10256U 77065 CH 79289.03002346  .00061333 +00000-0 +01305-2 0  9999	2 10256 029.1808 238.7714 0923377 352.7780 006.0677 13.26150131108478	n_10256	
1 10257U 77065CJ  14056.37187969  .02283268  00000-0  10616-1 0  9992	2 10257 029.0632 072.6991 0043581 131.2883 003.4623 15.77566637862322	n_10257	
1 10258U 77065 CK 92246.93659404  .02424543 -35000-5 +39991-2 0  9995	2 10258 028.8910 102.8382 0007778 109.1625 250.9845 16.01844201762389	n_10258	
1 10259U 77065 CL 82127.66429485  .00096076 +00000-0 +99111-2 0  9997	2 10259 028.9693 247.5895 0394456 211.1443 146.5192 14.45688240002319	n_10259	
1 10260U 77065 CM 82342.49061096  .00126917 +00000-0 +03613-3 0  9990	2 10260 028.8041 119.6097 0253649 064.4573 298.2016 14.87937069133880	n_10260	
1 10263U 77065 CQ 79262.99469003  .00073197 +00000-0 +01623-3 0  9995	2 10263 029.5659 204.4793 0745077 004.2546 352.7684 13.84654331107214	n_10263	
1 10264U 77065 CR 89072.68401349  .00599366 +00000-0 +20037-1 0  9990	2 10264 028.9898 196.8307 0112189 033.0847 331.2248 15.24047889414471	n_10264	
1 10267U 77065 CU 82020.90133681  .05498108 -92233-5 +29313-2 0  9994	2 10267 029.2764 246.7696 0025798 109.6275 250.7149 16.17867614056184	n_10267	
1 10268U 77065 CV 79056.64269568  .00243216 +00000-0 +00000-0 0  9993	2 10268 029.2146 168.6446 0617316 161.8304 200.5366 13.74939060079522	n_10268	
1 10269U 77065CW  02290.38291760  .03058817 -67531-5  86670-3 0  9992	2 10269 029.0566 306.0767 0014835 206.6989 153.3232 16.26114849301542	n_10269	
1 10270U 77065 CX 89254.02314030  .11596510 +00000-0 +37742-1 0  9998	2 10270 029.0038 138.2282 0004048 178.0754 181.7998 15.89490913613459	n_10270	
1 10276U 77071  D 78115.95704275  .03113368 +00000-0 +00000-0 0  9994	2 10276 046.4165 187.4533 6633038 079.3956 343.9905 03.24727893006412	n_10276	
1 10277U 77071  E 77265.04076716  .00002687 +00000-0 +00000-0 0  9990	2 10277 046.9242 252.5906 7316623 015.8585 358.4944 02.23077774001361	n_10277	
1 10278U 77077  A 78290.93450269  .02775851 +00000-0 +00000-0 0  9995	2 10278 065.0221 135.0773 0010820 266.4027 088.1401 16.23113876065157	n_10278	
1 10296U 77080  C 82159.89606847  .03174219 -23480-4 +11667-2 0  9995	2 10296 022.8801 039.2835 3288515 109.9288 290.9447 09.08103502000519	n_10296	
1 10297U 77080  D 77244.96038845  .00290920 +00000-0 +00000-0 0  9990	2 10297 028.0571 108.1448 0688761 233.8587 173.3588 14.61436462001027	n_10297	
1 10302U 77065 CY 89101.90996456  .01560479 +00000-0 +77520-2 0  9993	2 10302 029.0242 300.6855 0030626 188.7896 171.5453 15.80033173323036	n_10302	
1 10303U 77065 CZ 90163.62003751  .02495809 +76831-2 +41871-2 0  9992	2 10303 029.0340 307.0277 0037482 076.2462 284.1985 16.02876970443985	n_10303	
1 10304U 77065 DA 81220.82217444  .00059804 +00000-0 +00968-2 0  9999	2 10304 029.0476 050.1422 0457870 140.3663 223.1320 14.14373875064642	n_10304	
1 10307U 77065 DD 80341.12154040  .00092039 +00000-0 +13874-1 0  9996	2 10307 029.3547 243.8919 0452372 198.2990 160.1647 14.22471713030437	n_10307	
1 10308U 77065 DE 79075.58149626  .00508251 +00000-0 +00000-0 0  9997	2 10308 028.8802 011.6602 0538415 080.1649 284.8233 14.15099239082634	n_10308	
1 10309U 77065DF  14089.68267863  .09833656 -63583-5  60781-2 0  9991	2 10309 029.0116 227.5380 0026250 015.5980 344.5453 16.15900989879183	n_10309	
1 10310U 77065 DG 80190.83936312  .04331930 +00000-0 +04852-2 0  9997	2 10310 029.0234 036.2974 0032535 139.2032 221.1051 15.69062710009723	n_10310	
1 10311U 77065 DH 89071.46502182  .00975477 +00000-0 +16282-1 0  9993	2 10311 029.1331 217.7945 0079713 234.5636 124.7599 15.47256048395093	n_10311	
1 10312U 77065DJ  13209.59561429  .10087602 -67064-5  44996-2 0  9995	2 10312 028.9449 295.6047 0016165 067.1960 036.2894 16.20685153713185	n_10312	
1 10313U 77065 DK 93151.49154299  .13084987 +69000-5 +84613-2 0  9999	2 10313 028.8839 210.0242 0008134 135.5224 224.5926 16.16104692661871	n_10313	
1 10315U 77082  A 93271.01258581  .20032591 +33800-4 +15369-2 0  9992	2 10315 062.7211 003.0659 0390843 280.2266 079.4452 15.73116668046170	n_10315	
1 10329U 77042  E 78033.12411598  .00417307 +00000-0 +00000-0 0  9999	2 10329 074.0432 068.2245 0003716 347.8663 012.2412 15.56315292037807	n_10329	
1 10330U 77042  F 78004.29605596  .00218249 +00000-0 +00000-0 0  9994	2 10330 074.0062 130.4972 0007366 174.3461 185.7785 15.46333525033365	n_10330	
1 10331U 77042  G 78029.59424097  .00341534 +00000-0 +00000-0 0  9994	2 10331 074.0383 075.1256 0002741 004.2829 355.8362 15.59172483037287	n_10331	
1 10332U 77042  H 78001.85544704  .00167378 +00000-0 +00000-0 0  9994	2 10332 074.0729 135.5346 0005877 180.3692 194.8094 15.48376496032994	n_10332	
1 10333U 77042  J 78002.76365462  .00145603 +00000-0 +00000-0 0  9995	2 10333 074.0183 133.6644 0003627 167.8479 192.2770 15.45724972033136	n_10333	
1 10334U 77042  K 78036.54579538  .01706111 +00000-0 +90973-2 0  9998	2 10334 074.0174 058.9146 0005713 050.2082 318.2519 15.75518530038394	n_10334	
1 10335U 77042  L 78043.45464224  .00535118 +00000-0 +00000-0 0  9998	2 10335 074.0095 041.9237 0000009 318.0762 009.7515 15.81274246039505	n_10335	
1 10336U 77042  M 78026.83332300  .01244495 +00000-0 +00000-0 0  9997	2 10336 074.0178 078.0435 0000000 281.9565 085.6464 15.81194635036943	n_10336	
1 10337U 77042  N 78045.89368386  .01494932 +00000-0 +00000-0 0  9991	2 10337 074.0219 039.0698 0005988 106.5334 253.6065 15.78304293039805	n_10337	
1 10339U 77065DN  99257.32910537  .06082170  10647+0  55321-2 0  9992	2 10339 028.9964 034.6160 0015586 023.2243 336.2661 16.16222059238382	n_10339	
1 10340U 77065 DP 83233.27959041  .00418225 +00000-0 +61523-1 0  9999	2 10340 029.1291 221.3002 0434708 355.8583 003.8472 14.26472215041695	n_10340	
1 10341U 77065 DQ 94094.23349081 -.79791677 +1516800 +83229-2 0  9990	2 10341 029.1323 165.9606 0004612 077.3509 282.8212 16.18147607574291	n_10341	
1 10342U 77065 DR 82326.58301014  .00240077 +00000-0 +09220-3 0  9994	2 10342 029.0042 229.5814 0223462 039.8180 321.8616 15.03100491134366	n_10342	
1 10343U 77065 DS 78040.00509320  .00017613 +00000-0 +70577-2 0  9990	2 10343 029.0916 014.8459 0914773 188.4039 170.0146 13.01387348027269	n_10343	
1 10345U 77065DU  10360.06865508  .03245459  21120-1  31247-2 0  9994	2 10345 029.8457 256.3542 0004714 300.2380 059.7982 16.14222614436988	n_10345	
1 10347U 77065 DW 85171.36510550  .02345869 -42419-5 +28538-2 0  9998	2 10347 029.3562 149.4467 0014575 286.3306 073.5724 16.06650645273514	n_10347	
1 10348U 77065 DX 92219.09677979  .05410115 -51999-5 +54164-2 0  9996	2 10348 029.1077 147.1758 0015533 088.7630 273.7386 16.09617765629838	n_10348	
1 10349U 77042  P 77364.79852275  .00166872 +00000-0 +00000-0 0  9999	2 10349 074.0405 139.3378 0000000 220.6622 208.2809 15.48954331008935	n_10349	
1 10350U 77042  Q 78054.87778480  .00524450 +00000-0 +00000-0 0  9992	2 10350 074.0365 022.0162 0033907 125.4303 235.0040 15.63443089041124	n_10350	
1 10362U 77091A   00251.73738821 +.16256400 -88171-6 +16341-3 0  9997	2 10362 081.1625 228.2676 0002405 108.0005 316.2839 16.51290804261787	n_10362	
1 10363U 77091B   01318.20912649  .20170948  00000-0  00000+0 0  9993	2 10363 081.1553 111.7008 0155099 233.7743 125.9820 16.50410718326061	n_10363	
1 10369U 77082  E 88109.29999999  .00205137 +39255-4 +99999-4 0  9999	2 10369 063.9090 021.3390 7321973 254.3590 064.6980 02.30939242000003	n_10369	
1 10370U 77093A   19016.50411256  .99999999  00000-0  80406-3 0  9991	2 10370 52.5173 268.0854 9392215 232.4241  1.5464 0.25425481 35849	n_10370	
1 10375U 77095  A 82178.61956530  .08171015 +60626-6 +12666-3 0  9998	2 10375 075.7881 172.0698 0009360 335.9828 024.1973 16.47994179263513	n_10375	
1 10376U 77096  A 79312.28385677  .15105578 -10718-4 +13366-3 0  9990	2 10376 082.9140 251.7582 0008363 100.6276 260.2682 16.49165597119319	n_10376	
1 10377U 77096  B 79254.58421886  .08818017 -10448-4 +14635-3 0  9993	2 10377 082.9223 305.6525 0013486 273.5671 108.6997 16.41130603110530	n_10377	
1 10378U 77095  B 82305.28848438  .34357149 +13918-5 +11318-3 0  9990	2 10378 075.7794 285.7279 0006057 098.8187 265.7215 16.59231733283033	n_10378	
1 10379U 77096  C 78037.78956950  .00176098 +00000-0 +00000-0 0  9994	2 10379 082.9574 148.5087 0027521 211.4001 148.5564 15.61800908027141	n_10379	
1 10382U 77097  A 82210.31114174  .00061195 +00000-0 +79369-4 0  9999	2 10382 051.6203 058.5273 0074459 270.2863 088.7539 16.00928937277843	n_10382	
1 10389U 77065DY  04116.20707776  .03179278  15363-1  60136-2 0  9998	2 10389 028.9697 118.7601 0006430 264.3097 095.6808 16.03288534203812	n_10389	
1 10390U 77065 DZ 81144.94157069  .00024758 +00000-0 +82392-2 0  9999	2 10390 028.8539 000.4634 0696706 173.6285 187.3685 13.49075385000275	n_10390	
1 10394U 68097 DX 91099.70593118  .27388057 +39700-4 +25010-3 0  9993	2 10394 062.2122 118.6581 0105121 174.9931 188.3864 16.35473818118260	n_10394	
1 10397U 75004 HF 79314.25474756  .00020848 +00000-0 +77033-2 0  9994	2 10397 098.7970 337.9716 0092304 178.5108 181.9194 14.30144201191932	n_10397	
1 10398U 71015 CM 91059.28694695  .18561774 +39000-5 +28158-1 0  9999	2 10398 066.0619 028.9499 0033671 159.0608 202.7805 16.02988489851688	n_10398	
1 10408U 77092  E 78069.73840912  .00000070 +00000-0 +00000-0 0  9999	2 10408 046.7212 218.5936 7007620 049.9855 353.0172 02.71125841003952	n_10408	
1 10418U 77042  R 78056.28797438  .00104229 +00000-0 +03893-3 0  9992	2 10418 073.9663 130.3277 0018730 159.3328 200.8587 15.31274033041210	n_10418	
1 10422U 77102  A 87264.99999999  .00000563 +00000-0 +99999-4 0  9998	2 10422 008.7080 183.4537 9125640 238.5692 075.1621 00.41874656027997	n_10422	
1 10423U 77102  B 87264.99999999  .00000560 +00000-0 +99999-4 0  9996	2 10423 008.7356 183.7193 9125162 238.2552 074.7790 00.41875326027151	n_10423	
1 10424U 77102  C 78295.74685078  .04269891 +00000-0 +00000-0 0  9993	2 10424 028.7101 065.0371 0026321 058.8706 302.2665 16.32974117056198	n_10424	
1 10426U 77100  D 78057.54968943  .03301791 +00000-0 +01355-3 0  9994	2 10426 062.8042 037.0932 0013383 268.8870 091.2575 16.11921692021727	n_10426	
1 10427U 77100  E 78255.92183526  .02585835 +99926-2 +50821-3 0  9994	2 10427 062.8008 004.4990 0019796 319.9410 040.6067 16.31371460052995	n_10427	
1 10428U 77100  F 78142.57642709  .00391819 +00000-0 +00000-0 0  9993	2 10428 062.8192 140.7571 0100210 123.4379 237.6350 15.93909073035159	n_10428	
1 10430U 77103  A 80296.36376145  .25249708 +54226-5 +21883-3 0  9992	2 10430 073.9991 307.1047 0009353 268.3538 091.6655 16.49192263167464	n_10430	
1 10431U 77103  B 80335.62165946  .07141045 +54741-5 +70220-4 0  9998	2 10431 073.9800 215.8970 0005511 245.6276 114.4412 16.47803896173688	n_10431	
1 10432U 77103  C 78057.84316234  .00067279 +00000-0 +00000-0 0  9997	2 10432 074.1219 222.4883 0028508 058.9290 301.4654 15.27193165018979	n_10432	
1 10433U 75109  L 78086.92553566  .00175607 +00000-0 +00000-0 0  9999	2 10433 074.0703 067.8633 0010604 094.5326 265.7044 15.40618896129881	n_10433	
1 10468U 77065 EA 80238.30063194  .00766898 +00000-0 +03971-2 0  9997	2 10468 028.6906 305.1994 0142193 004.7419 356.0763 15.03382874017298	n_10468	
1 10472U 77065 EE 80357.25584984  .00358191 +00000-0 +15653-1 0  9995	2 10472 029.0127 054.2796 0265288 042.6192 319.3431 14.94797759041545	n_10472	
1 10473U 77065 EF 82007.57201539  .16524560 -36598-5 +35299-1 0  9994	2 10473 028.8398 124.1258 0036879 072.4307 288.1972 15.96097567005067	n_10473	
1 10474U 77065 EG 78055.93718221  .00173957 +00000-0 +00000-0 0  9991	2 10474 029.6254 263.4560 0782477 344.6113 013.1855 13.48197460029882	n_10474	
1 10475U 77065 EH 81271.11435412  .00383131 +00000-0 +27599-1 0  9994	2 10475 029.1190 207.4739 0265237 304.3751 054.0600 14.79145692072519	n_10475	
1 10476U 77065EJ  14106.35222527  .04307683 -66775-5  21786-2 0  9997	2 10476 028.9292 193.1787 0016212 004.7923 345.5753 16.19089966892528	n_10476	
1 10477U 77065 EK 81206.68291444  .00128102 +00000-0 +05547-2 0  9996	2 10477 029.1535 025.7579 0290362 158.1077 203.2051 14.57052612198062	n_10477	
1 10479U 77065EM  11326.57434564  .05713786  86354-1  81454-2 0  9995	2 10479 029.0708 077.8380 0020639 003.6863 001.6856 16.09689684476772	n_10479	
1 10480U 77065 EN 79092.47593284  .00046206 +00000-0 +00000-0 0  9995	2 10480 029.0926 160.3400 0883549 189.5797 168.6800 13.19706821082221	n_10480	
1 10481U 77065 EP 81220.83223884  .00042291 +00000-0 +05325-3 0  9996	2 10481 028.6403 043.9602 0519575 087.3340 278.6577 14.21604156202321	n_10481	
1 10482U 77065EQ  86364.87796083  .00002929 +00000-0 +20230-2 0  9996	2 10482 030.0989 287.9892 0731877 087.9202 280.4936 13.11939891260614	n_10482	
1 10483U 77065 ER 81100.36714065  .00160455 +00000-0 +45153-1 0  9993	2 10483 029.3995 130.7487 0510451 225.7833 131.1495 13.88970556047693	n_10483	
1 10486U 77011  C 77316.10545003  .00265837 +00000-0 +00000-0 0  9998	2 10486 073.9875 204.7718 0564134 255.0516 098.7295 14.52347088001223	n_10486	
1 10487U 77042  S 78057.36006412  .00445571 +00000-0 +00000-0 0  9995	2 10487 073.9670 017.9063 0013897 093.7658 266.5095 15.51915169041445	n_10487	
1 10488U 77042  T 78055.33452491  .00411381 +00000-0 +00000-0 0  9995	2 10488 074.0899 024.2532 0011451 076.1135 288.7277 15.48215961041124	n_10488	
1 10493U 77065ES  01301.07949840  .02570214  00000-0  53037-1 0  9998	2 10493 029.7501 304.7559 0062103 080.9714 279.8506 15.39404534 87827	n_10493	
1 10494U 77042  U 78057.33721543  .00526173 +00000-0 +00000-0 0  9997	2 10494 074.0272 019.0355 0004208 134.7579 224.6054 15.51821518041437	n_10494	
1 10495U 77042  V 78060.28789132  .00613502 +00000-0 +00000-0 0  9997	2 10495 073.9645 012.2621 0009990 084.4971 285.3932 15.52626610041886	n_10495	
1 10496U 77042  W 78058.31165354  .00843028 +00000-0 +00000-0 0  9991	2 10496 074.0699 017.4104 0008715 089.6867 273.2162 15.53848457041580	n_10496	
1 10497U 77042  X 78059.25026556  .00683283 +00000-0 +00000-0 0  9991	2 10497 074.0341 015.0396 0008666 088.9265 280.1837 15.52662468041728	n_10497	
1 10501U 77111  A 79350.01609238  .06600638 +54459-5 +15278-3 0  9994	2 10501 073.9831 091.3250 0011417 305.4079 054.5811 16.36400835113636	n_10501	
1 10503U 77111  B 79317.89972228  .12283205 +49679-5 +19660-3 0  9998	2 10503 073.9799 157.2383 0005048 248.6727 111.3754 16.41667882108805	n_10503	
1 10505U 77111  C 78056.46419353  .00227604 +00000-0 +00000-0 0  9990	2 10505 074.0531 079.8837 0026198 155.4443 204.7976 15.52247238012150	n_10505	
1 10533U 77097  D 78029.98290129  .00481136 +00000-0 +00000-0 0  9991	2 10533 051.5798 202.6226 0015185 241.3758 118.5681 15.97242953019411	n_10533	
1 10545U 77097  E 78090.48155626  .00513201 +00000-0 +00000-0 0  9998	2 10545 051.6457 252.6237 0026620 359.0148 001.0755 15.78164005028924	n_10545	
